1.13.11.5	00350
1.13.11.5	00643
1.13.11.5	01100
1.13.11.5	01120
1.13.11.51	00906
1.13.11.51	01062
1.13.11.51	01070
1.13.11.51	01100
1.13.11.51	01110
1.13.11.52	00380
1.13.11.52	01100
1.13.11.53	00270
1.13.11.53	01100
1.13.11.54	00270
1.13.11.54	01100
1.13.11.56	00626
1.13.11.56	01100
1.13.11.56	01120
1.13.11.6	00380
1.13.11.6	01100
1.13.11.8	00362
1.13.11.8	00624
1.13.11.8	00627
1.13.11.8	01120
1.13.11.9	00760
1.13.12.-	00232
1.13.12.-	00350
1.13.12.-	00625
1.13.12.-	00633
1.13.12.-	00910
1.13.12.-	01100
1.13.12.-	01110
1.13.12.-	01120
1.13.12.1	00330
1.13.12.14	00860
1.13.12.14	01100
1.13.12.14	01110
1.13.12.16	00910
1.13.12.2	00310
1.13.12.3	00380
1.13.12.3	01070
1.13.12.4	00620
1.13.12.9	00360
1.13.99.1	00053
1.13.99.1	00562
1.13.99.3	00380
1.14.-.-	00053
1.14.-.-	00100
1.14.-.-	00130
1.14.-.-	00253
1.14.-.-	00361
1.14.-.-	00363
1.14.-.-	00380
1.14.-.-	00402
1.14.-.-	00522
1.14.-.-	00600
1.14.-.-	00624
1.14.-.-	00625
1.14.-.-	00627
1.14.-.-	00903
1.14.-.-	00904
1.14.-.-	00905
1.14.-.-	00906
1.14.-.-	00940
1.14.-.-	00945
1.14.-.-	00966
1.14.-.-	01057
1.14.-.-	01061
1.14.-.-	01062
1.14.-.-	01070
1.14.-.-	01100
1.14.-.-	01110
1.14.-.-	01120
1.14.11.-	00260
1.14.11.-	00402
1.14.11.-	00904
1.14.11.-	01120
1.14.11.1	00310
1.14.11.11	00960
1.14.11.11	01064
1.14.11.11	01100
1.14.11.11	01110
1.14.11.12	00904
1.14.11.12	01062
1.14.11.12	01070
1.14.11.12	01100
1.14.11.12	01110
1.14.11.13	00904
1.14.11.14	00960
1.14.11.14	01064
1.14.11.14	01100
1.14.11.14	01110
1.14.11.15	00904
1.14.11.15	01062
1.14.11.15	01070
1.14.11.15	01100
1.14.11.15	01110
1.14.11.17	00430
1.14.11.19	00941
1.14.11.19	01061
1.14.11.19	01100
1.14.11.19	01110
1.14.11.2	00330
1.14.11.2	01100
1.14.11.20	00901
1.14.11.20	01063
1.14.11.21	00331
1.14.11.21	01110
1.14.11.22	00941
1.14.11.22	00943
1.14.11.22	01061
1.14.11.22	01100
1.14.11.22	01110
1.14.11.23	00941
1.14.11.23	01061
1.14.11.23	01100
1.14.11.23	01110
1.14.11.26	00311
1.14.11.26	01100
1.14.11.26	01110
1.14.11.4	00310
1.14.11.8	00310
1.14.11.9	00941
1.14.11.9	01061
1.14.11.9	01100
1.14.11.9	01110
1.14.12.-	00361
1.14.12.-	00364
1.14.12.-	00622
1.14.12.-	00623
1.14.12.-	00624
1.14.12.-	00626
1.14.12.-	00627
1.14.12.-	00633
1.14.12.-	00643
1.14.12.-	01100
1.14.12.-	01120
1.14.12.1	00627
1.14.12.1	00910
1.14.12.1	01120
1.14.12.10	00362
1.14.12.10	00364
1.14.12.10	01100
1.14.12.10	01120
1.14.12.11	00623
1.14.12.11	00625
1.14.12.11	01120
1.14.12.12	00624
1.14.12.12	00626
1.14.12.12	00642
1.14.12.12	01100
1.14.12.12	01120
1.14.12.13	00364
1.14.12.13	01120
1.14.12.14	00362
1.14.12.14	01120
1.14.12.15	00624
1.14.12.15	01120
1.14.12.18	00621
1.14.12.18	01100
1.14.12.18	01120
1.14.12.19	00360
1.14.12.19	01120
1.14.12.20	00860
1.14.12.20	01110
1.14.12.3	00361
1.14.12.3	01120
1.14.12.4	00750
1.14.12.5	00750
1.14.12.7	00624
1.14.12.7	01100
1.14.12.7	01120
1.14.12.8	00623
1.14.12.8	01120
1.14.12.9	00350
1.14.12.9	01120
1.14.13.-	00130
1.14.13.-	00340
1.14.13.-	00360
1.14.13.-	00361
1.14.13.-	00363
1.14.13.-	00380
1.14.13.-	00460
1.14.13.-	00622
1.14.13.-	00623
1.14.13.-	00624
1.14.13.-	00625
1.14.13.-	00626
1.14.13.-	00627
1.14.13.-	00643
1.14.13.-	00903
1.14.13.-	00904
1.14.13.-	00905
1.14.13.-	00906
1.14.13.-	00940
1.14.13.-	00941
1.14.13.-	00943
1.14.13.-	00945
1.14.13.-	00950
1.14.13.-	00966
1.14.13.-	01057
1.14.13.-	01061
1.14.13.-	01062
1.14.13.-	01063
1.14.13.-	01070
1.14.13.-	01100
1.14.13.-	01110
1.14.13.-	01120
1.14.13.1	00621
1.14.13.1	00624
1.14.13.1	00626
1.14.13.1	01100
1.14.13.1	01120
1.14.13.10	00760
1.14.13.10	01120
1.14.13.100	00120
1.14.13.100	00140
1.14.13.101	00960
1.14.13.105	00903
1.14.13.105	01110
1.14.13.106	00909
1.14.13.107	00903
1.14.13.107	01110
1.14.13.108	00904
1.14.13.108	01100
1.14.13.108	01110
1.14.13.109	00904
1.14.13.109	01100
1.14.13.109	01110
1.14.13.11	00360
1.14.13.11	00940
1.14.13.11	00941
1.14.13.11	00945
1.14.13.11	01061
1.14.13.11	01063
1.14.13.11	01100
1.14.13.11	01110
1.14.13.110	00904
1.14.13.110	01110
1.14.13.112	00905
1.14.13.112	01110
1.14.13.116	00130
1.14.13.12	00362
1.14.13.12	00627
1.14.13.12	01100
1.14.13.12	01120
1.14.13.13	00100
1.14.13.13	01100
1.14.13.14	00360
1.14.13.14	00940
1.14.13.14	01110
1.14.13.14	01120
1.14.13.15	00120
1.14.13.15	01066
1.14.13.15	01100
1.14.13.17	00120
1.14.13.17	00140
1.14.13.17	01100
1.14.13.18	00350
1.14.13.18	01120
1.14.13.2	00362
1.14.13.2	01100
1.14.13.2	01120
1.14.13.20	00361
1.14.13.20	01100
1.14.13.20	01120
1.14.13.21	00941
1.14.13.21	00944
1.14.13.21	01061
1.14.13.21	01100
1.14.13.21	01110
1.14.13.22	00930
1.14.13.22	01120
1.14.13.23	00362
1.14.13.23	00624
1.14.13.23	01120
1.14.13.24	00362
1.14.13.24	01120
1.14.13.25	00680
1.14.13.25	01100
1.14.13.25	01120
1.14.13.27	00627
1.14.13.27	01120
1.14.13.28	00943
1.14.13.29	00627
1.14.13.29	01120
1.14.13.3	00350
1.14.13.3	01120
1.14.13.30	00590
1.14.13.30	01100
1.14.13.33	00362
1.14.13.33	01100
1.14.13.33	01120
1.14.13.34	00590
1.14.13.35	00627
1.14.13.35	00910
1.14.13.36	00940
1.14.13.36	00941
1.14.13.36	00945
1.14.13.36	01061
1.14.13.36	01110
1.14.13.37	00950
1.14.13.37	01063
1.14.13.37	01100
1.14.13.37	01110
1.14.13.38	00253
1.14.13.38	01057
1.14.13.38	01110
1.14.13.39	00330
1.14.13.39	01100
1.14.13.39	01110
1.14.13.4	00360
1.14.13.4	01120
1.14.13.40	00627
1.14.13.40	01120
1.14.13.41	00460
1.14.13.41	00966
1.14.13.41	01110
1.14.13.47	00902
1.14.13.47	01110
1.14.13.48	00902
1.14.13.48	00903
1.14.13.49	00902
1.14.13.49	00903
1.14.13.49	01110
1.14.13.5	00340
1.14.13.50	00361
1.14.13.50	00364
1.14.13.50	01100
1.14.13.50	01120
1.14.13.51	00902
1.14.13.52	00943
1.14.13.52	01061
1.14.13.52	01110
1.14.13.53	01061
1.14.13.55	00950
1.14.13.55	01063
1.14.13.55	01100
1.14.13.55	01110
1.14.13.56	00950
1.14.13.56	01063
1.14.13.56	01100
1.14.13.56	01110
1.14.13.57	00950
1.14.13.57	01063
1.14.13.57	01100
1.14.13.57	01110
1.14.13.59	00310
1.14.13.59	01120
1.14.13.63	00643
1.14.13.63	01120
1.14.13.64	00362
1.14.13.64	01120
1.14.13.68	00460
1.14.13.68	01110
1.14.13.69	00625
1.14.13.69	01100
1.14.13.69	01120
1.14.13.7	00361
1.14.13.7	00623
1.14.13.7	00627
1.14.13.7	01100
1.14.13.7	01120
1.14.13.70	00100
1.14.13.70	01062
1.14.13.70	01066
1.14.13.70	01070
1.14.13.70	01100
1.14.13.70	01110
1.14.13.71	00950
1.14.13.71	01100
1.14.13.71	01110
1.14.13.72	00100
1.14.13.72	01066
1.14.13.72	01100
1.14.13.73	00901
1.14.13.73	01063
1.14.13.74	00902
1.14.13.74	01062
1.14.13.74	01066
1.14.13.74	01100
1.14.13.74	01110
1.14.13.75	00901
1.14.13.75	01110
1.14.13.76	00904
1.14.13.77	00904
1.14.13.77	01062
1.14.13.77	01100
1.14.13.77	01110
1.14.13.78	00904
1.14.13.78	01062
1.14.13.78	01070
1.14.13.78	01100
1.14.13.78	01110
1.14.13.79	00904
1.14.13.79	01062
1.14.13.79	01070
1.14.13.79	01100
1.14.13.79	01110
1.14.13.8	00680
1.14.13.8	00982
1.14.13.8	01120
1.14.13.80	00902
1.14.13.80	00903
1.14.13.80	01110
1.14.13.81	00860
1.14.13.81	01100
1.14.13.81	01110
1.14.13.82	00627
1.14.13.82	01120
1.14.13.83	00860
1.14.13.83	01100
1.14.13.84	00363
1.14.13.84	01100
1.14.13.84	01120
1.14.13.85	00943
1.14.13.86	00943
1.14.13.86	01061
1.14.13.86	01110
1.14.13.88	00941
1.14.13.88	00944
1.14.13.88	01110
1.14.13.89	00943
1.14.13.89	01061
1.14.13.89	01110
1.14.13.9	00380
1.14.13.9	01100
1.14.13.90	00906
1.14.13.90	01062
1.14.13.90	01070
1.14.13.90	01100
1.14.13.90	01110
1.14.13.91	01110
1.14.13.93	00906
1.14.13.95	01100
1.14.13.96	00120
1.14.13.98	00120
1.14.13.99	00120
1.14.14.-	00253
1.14.14.-	00524
1.14.14.-	01057
1.14.14.-	01110
1.14.14.1	00071
1.14.14.1	00140
1.14.14.1	00232
1.14.14.1	00380
1.14.14.1	00590
1.14.14.1	00591
1.14.14.1	00627
1.14.14.1	00830
1.14.14.1	00980
1.14.14.1	00982
1.14.14.1	00983
1.14.14.1	01063
1.14.14.1	01100
1.14.14.1	01120
1.14.15.-	00791
1.14.15.-	00930
1.14.15.-	01100
1.14.15.-	01120
1.14.15.3	00071
1.14.15.3	00590
1.14.15.3	00830
1.14.15.3	01100
1.14.15.4	00140
1.14.15.4	01100
1.14.15.5	00140
1.14.15.5	01100
1.14.15.6	00140
1.14.15.6	01100
1.14.15.7	00260
1.14.16.-	00380
1.14.16.1	00360
1.14.16.1	00400
1.14.16.1	01100
1.14.16.2	00350
1.14.16.2	00950
1.14.16.2	01100
1.14.16.3	00380
1.14.16.4	00380
1.14.16.4	01063
1.14.16.4	01100
1.14.16.6	00627
1.14.16.6	01120
1.14.17.1	00350
1.14.17.1	01100
1.14.17.4	00270
1.14.17.4	01070
1.14.17.4	01100
1.14.17.4	01110
1.14.18.-	00350
1.14.18.-	00760
1.14.18.-	00965
1.14.18.-	01100
